1706889041251;0;-47
1706889042269;0;-46
1706889043272;0;-50
1706889044274;0;-50
1706889045278;0;-50
1706889046280;0;-49
1706889047282;0;-49
1706889048284;0;-49
1706889049285;0;-48
1706889050286;0;-49
1706889051287;0;-50
1706889052289;0;-48
1706889053291;0;-49
1706889054294;0;-51
1706889055296;0;-50
1706889056298;0;-47
1706889057299;0;-52
1706889058301;0;-50
1706889059302;0;-51
1706889060304;0;-49
1706889068832;2;-69
1706889069835;2;-54
1706889070839;2;-62
1706889071842;2;-56
1706889072843;2;-54
1706889073845;2;-55
1706889074846;2;-61
1706889075849;2;-68
1706889076851;2;-54
1706889077853;2;-61
1706889078856;2;-54
1706889079859;2;-55
1706889080862;2;-59
1706889081863;2;-57
1706889082867;2;-59
1706889083869;2;-62
1706889084872;2;-62
1706889085874;2;-65
1706889086877;2;-61
1706889087878;2;-67
1706889094687;4;-67
1706889095691;4;-63
1706889096694;4;-63
1706889097699;4;-68
1706889098701;4;-63
1706889099705;4;-68
1706889100707;4;-66
1706889101710;4;-66
1706889102714;4;-68
1706889103718;4;-72
1706889104720;4;-66
1706889105723;4;-65
1706889106726;4;-70
1706889107730;4;-65
1706889108733;4;-74
1706889109745;4;-64
1706889110747;4;-66
1706889111750;4;-74
1706889112764;4;-68
1706889113766;4;-63
1706889122247;6;-70
1706889123251;6;-70
1706889124255;6;-68
1706889125259;6;-69
1706889126261;6;-69
1706889127265;6;-71
1706889128267;6;-68
1706889129273;6;-73
1706889130276;6;-72
1706889131279;6;-74
1706889132284;6;-67
1706889133286;6;-70
1706889134289;6;-75
1706889135292;6;-66
1706889136295;6;-68
1706889137298;6;-68
1706889138303;6;-70
1706889139306;6;-70
1706889140317;6;-70
1706889141319;6;-72
1706889149396;8;-67
1706889150403;8;-63
1706889151406;8;-64
1706889152409;8;-64
1706889153412;8;-64
1706889154416;8;-63
1706889155419;8;-63
1706889156423;8;-64
1706889157425;8;-65
1706889158428;8;-64
1706889159433;8;-63
1706889160436;8;-63
1706889161439;8;-64
1706889162444;8;-65
1706889163446;8;-65
1706889164449;8;-66
1706889165451;8;-67
1706889166454;8;-65
1706889167457;8;-64
1706889168459;8;-67
1706889176394;10;-73
1706889177396;10;-72
1706889178403;10;-74
1706889179405;10;-71
1706889180408;10;-73
1706889181420;10;-74
1706889182432;10;-78
1706889183439;10;-76
1706889184444;10;-75
1706889185447;10;-75
1706889186450;10;-72
1706889187452;10;-76
1706889188455;10;-72
1706889189458;10;-73
1706889190462;10;-73
1706889191465;10;-73
1706889192468;10;-75
1706889193472;10;-78
1706889194475;10;-73
1706889195478;10;-76
1706889203567;12;-78
1706889204570;12;-73
1706889205576;12;-72
1706889206596;12;-76
1706889207600;12;-74
1706889208604;12;-76
1706889209607;12;-75
1706889210611;12;-72
1706889211616;12;-73
1706889212620;12;-75
1706889213623;12;-74
1706889214626;12;-73
1706889215629;12;-70
1706889216634;12;-74
1706889217638;12;-70
1706889218640;12;-74
1706889219642;12;-73
1706889220646;12;-73
1706889221650;12;-76
1706889222653;12;-75
1706889230401;14;-73
1706889231404;14;-75
1706889232407;14;-71
1706889233410;14;-75
1706889234419;14;-76
1706889235421;14;-80
1706889236424;14;-87
1706889237427;14;-84
1706889238430;14;-77
1706889239434;14;-69
1706889240439;14;-67
1706889241442;14;-73
1706889242449;14;-74
1706889243451;14;-84
1706889244454;14;-94
1706889245457;14;-92
1706889246462;14;-89
1706889247465;14;-81
1706889248468;14;-81
1706889249472;14;-83
1706889259521;16;-77
1706889260523;16;-80
1706889261527;16;-77
1706889262530;16;-77
1706889263535;16;-76
1706889264536;16;-79
