time;realDistance;rssi;espId
1707224816391;16;-85;1
1707224817404;16;-85;1
1707224818420;16;-85;1
1707224819437;16;-85;1
1707224820457;16;-85;1
1707224821478;16;-81;1
1707224822491;16;-81;1
1707224823509;16;-81;1
1707224824525;16;-81;1
1707224825541;16;-78;1
1707224826557;16;-79;1
1707224827576;16;-79;1
1707224828596;16;-87;1
1707224829611;16;-87;1
1707224830625;16;-87;1
1707224831637;16;-87;1
1707224832652;16;-87;1
1707224841731;18;-85;1
1707224842763;18;-85;1
1707224843781;18;-85;1
1707224844798;18;-85;1
1707224845819;18;-85;1
1707224846845;18;-85;1
1707224847861;18;-85;1
1707224848875;18;-85;1
1707224849886;18;-85;1
1707224850903;18;-85;1
1707224851922;18;-81;1
1707224852938;18;-81;1
1707224853956;18;-81;1
1707224854973;18;-81;1
1707224855991;18;-81;1
1707224857011;18;-81;1
1707224858033;18;-81;1
1707224859050;18;-81;1
1707224860063;18;-81;1
1707224861084;18;-81;1
1707224867626;20;-80;1
1707224868639;20;-80;1
1707224869659;20;-80;1
1707224870681;20;-80;1
1707224871702;20;-80;1
1707224872721;20;-80;1
1707224873745;20;-80;1
1707224874762;20;-80;1
1707224875778;20;-85;1
1707224876793;20;-87;1
1707224877804;20;-87;1
1707224878819;20;-87;1
1707224879836;20;-87;1
1707224880852;20;-87;1
1707224881868;20;-87;1
1707224882886;20;-87;1
1707224883907;20;-87;1
1707224884929;20;-87;1
1707224885951;20;-87;1
1707224886970;20;-88;1
1707224895591;25;-81;1
1707224896603;25;-86;1
1707224897622;25;-86;1
1707224898641;25;-86;1
1707224899664;25;-86;1
1707224900703;25;-84;1
1707224901722;25;-84;1
1707224902741;25;-84;1
1707224903761;25;-84;1
1707224904780;25;-84;1
1707224905800;25;-84;1
1707224906819;25;-84;1
1707224907839;25;-84;1
1707224908859;25;-95;1
1707224909896;25;-95;1
1707224910918;25;-95;1
1707224911939;25;-95;1
1707224912957;25;-95;1
1707224913973;25;-95;1
1707224914993;25;-95;1
1707224926531;30;-95;1
1707224927560;30;-95;1
1707224928579;30;-95;1
1707224929601;30;-95;1
1707224930622;30;-95;1
1707224931643;30;-95;1
1707224932663;30;-95;1
1707224933685;30;-95;1
1707224934703;30;-95;1
1707224935719;30;-95;1
1707224936738;30;-95;1
1707224937773;30;-95;1
1707224938794;30;-90;1
1707224939813;30;-90;1
1707224940836;30;-90;1
1707224941856;30;-85;1
1707224942882;30;-85;1
1707224943900;30;-85;1
1707224944920;30;-85;1
1707224945939;30;-85;1
1707224954883;35;-85;1
1707224955898;35;-85;1
1707224956918;35;-85;1
1707224957941;35;-85;1
1707224958963;35;-85;1
1707224959981;35;-85;1
1707224961002;35;-85;1
1707224962024;35;-85;1
1707224963045;35;-85;1
1707224964066;35;-85;1
1707224965086;35;-85;1
1707224966106;35;-85;1
1707224967127;35;-85;1
1707224968146;35;-85;1
1707224969167;35;-85;1
1707224970189;35;-85;1
1707224971210;35;-85;1
1707224972233;35;-85;1
1707224973254;35;-85;1
1707224974278;35;-85;1
1707224985231;40;-87;1
1707224986244;40;-87;1
1707224987266;40;-87;1
1707224988282;40;-87;1
1707224989294;40;-87;1
1707224990306;40;-87;1
1707224991322;40;-87;1
1707224992341;40;-87;1
1707224993365;40;-87;1
1707224994387;40;-87;1
1707224995407;40;-87;1
1707224996431;40;-87;1
1707224997456;40;-87;1
1707224998476;40;-87;1
1707224999489;40;-87;1
1707225000501;40;-87;1
1707225001517;40;-87;1
1707225002540;40;-87;1
1707225003561;40;-87;1
1707225004581;40;-87;1
1707225013814;45;-87;1
1707225014834;45;-87;1
1707225015855;45;-87;1
1707225016875;45;-87;1
1707225017895;45;-87;1
1707225018916;45;-87;1
1707225019937;45;-87;1
1707225020957;45;-87;1
1707225021979;45;-87;1
1707225023002;45;-87;1
1707225024027;45;-87;1
1707225025043;45;-87;1
1707225026056;45;-87;1
1707225027073;45;-87;1
1707225028093;45;-87;1
1707225029114;45;-87;1
1707225030135;45;-87;1
1707225031158;45;-87;1
1707225032178;45;-87;1
1707225033199;45;-87;1
1707225041227;50;-87;1
1707225042245;50;-87;1
1707225043263;50;-91;1
1707225044283;50;-91;1
1707225045304;50;-91;1
1707225046323;50;-91;1
1707225047351;50;-91;1
1707225048373;50;-91;1
1707225049394;50;-91;1
1707225050416;50;-91;1
1707225051436;50;-91;1
1707225052459;50;-91;1
1707225053478;50;-91;1
1707225054498;50;-91;1
1707225055518;50;-91;1
1707225056537;50;-91;1
1707225057561;50;-91;1
1707225058583;50;-91;1
1707225059610;50;-91;1
1707225060631;50;-91;1
1707225072155;60;-91;1
1707225073172;60;-91;1
1707225074190;60;-91;1
1707225075206;60;-91;1
1707225076222;60;-91;1
1707225077242;60;-91;1
1707225078262;60;-91;1
1707225079284;60;-91;1
1707225080303;60;-91;1
1707225081323;60;-91;1
1707225082342;60;-91;1
1707225083363;60;-91;1
1707225084384;60;-91;1
1707225085404;60;-91;1
1707225086425;60;-91;1
1707225087445;60;-91;1
1707225088463;60;-91;1
1707225089483;60;-91;1
1707225090502;60;-91;1
1707225091522;60;-91;1
1707225104223;70;-91;1
1707225105264;70;-91;1
1707225106284;70;-91;1
1707225107303;70;-91;1
1707225108322;70;-91;1
1707225109341;70;-91;1
1707225110362;70;-91;1
1707225111384;70;-91;1
1707225112405;70;-91;1
1707225113426;70;-91;1
1707225114447;70;-91;1
1707225115465;70;-91;1
1707225116485;70;-91;1
1707225117505;70;-91;1
1707225118524;70;-91;1
1707225119544;70;-91;1
1707225120564;70;-91;1
1707225121583;70;-91;1
1707225122604;70;-91;1
1707225123624;70;-91;1
1707225138972;80;-91;1
1707225139986;80;-91;1
1707225141006;80;-91;1
1707225142026;80;-91;1
1707225143046;80;-91;1
1707225144066;80;-91;1
1707225145089;80;-91;1
1707225146110;80;-91;1
1707225147130;80;-91;1
1707225148143;80;-91;1
1707225149152;80;-91;1
1707225150164;80;-91;1
1707225151182;80;-91;1
1707225152202;80;-91;1
1707225153223;80;-91;1
1707225154242;80;-91;1
1707225155259;80;-91;1
1707225156274;80;-91;1
1707225157296;80;-91;1
1707225158319;80;-91;1
1707225172121;890;-91;1
1707225173135;890;-91;1
1707225174156;890;-91;1
1707225175182;890;-91;1
1707225176207;890;-91;1
1707225177230;890;-91;1
1707225178244;890;-91;1
1707225179261;890;-91;1
1707225180281;890;-91;1
1707225181300;890;-91;1
1707225182320;890;-91;1
1707225183339;890;-91;1
1707225184361;890;-91;1
1707225185379;890;-91;1
1707225186400;890;-91;1
1707225187420;890;-91;1
1707225188441;890;-91;1
1707225189460;890;-91;1
1707225190480;890;-91;1
1707225191499;890;-91;1
1707225204710;100;-91;1
1707225205734;100;-91;1
1707225206748;100;-91;1
1707225207765;100;-91;1
1707225208777;100;-91;1
1707225209793;100;-91;1
1707225210816;100;-91;1
1707225211835;100;-91;1
1707225212857;100;-91;1
1707225213878;100;-91;1
1707225214899;100;-91;1
1707225215920;100;-91;1
1707225216940;100;-91;1
1707225217958;100;-91;1
1707225218977;100;-91;1
1707225219996;100;-91;1
1707225221016;100;-91;1
1707225222038;100;-91;1
1707225223069;100;-91;1
1707225224088;100;-91;1
1707224577539;0;-44;2
1707224578578;0;-39;2
1707224579588;0;-41;2
1707224580617;0;-43;2
1707224581633;0;-39;2
1707224582640;0;-39;2
1707224583648;0;-43;2
1707224584659;0;-43;2
1707224585676;0;-39;2
1707224586694;0;-41;2
1707224587708;0;-42;2
1707224588721;0;-39;2
1707224589748;0;-39;2
1707224590758;0;-42;2
1707224591779;0;-42;2
1707224592798;0;-42;2
1707224593828;0;-42;2
1707224594846;0;-42;2
1707224595871;0;-42;2
1707224596886;0;-43;2
1707224597898;0;-38;2
1707224598917;0;-42;2
1707224599931;0;-43;2
1707224600951;0;-42;2
1707224601964;0;-42;2
1707224602981;0;-43;2
1707224604004;0;-43;2
1707224605020;0;-43;2
1707224606034;0;-40;2
1707224607052;0;-44;2
1707224619073;2;-67;2
1707224620105;2;-60;2
1707224621123;2;-53;2
1707224622154;2;-56;2
1707224623168;2;-58;2
1707224624184;2;-54;2
1707224625210;2;-56;2
1707224626229;2;-60;2
1707224627256;2;-58;2
1707224628270;2;-61;2
1707224629285;2;-63;2
1707224630305;2;-63;2
1707224631323;2;-61;2
1707224632337;2;-61;2
1707224633361;2;-61;2
1707224634376;2;-59;2
1707224635393;2;-62;2
1707224636409;2;-61;2
1707224637424;2;-62;2
1707224638433;2;-61;2
1707224646237;4;-78;2
1707224647260;4;-61;2
1707224648287;4;-61;2
1707224649300;4;-62;2
1707224650317;4;-65;2
1707224651333;4;-61;2
1707224652353;4;-69;2
1707224653385;4;-66;2
1707224654418;4;-57;2
1707224655427;4;-62;2
1707224656441;4;-56;2
1707224657459;4;-54;2
1707224658478;4;-53;2
1707224659494;4;-62;2
1707224660514;4;-62;2
1707224661534;4;-56;2
1707224662559;4;-56;2
1707224663574;4;-58;2
1707224664588;4;-65;2
1707224665606;4;-64;2
1707224671622;6;-71;2
1707224672645;6;-70;2
1707224673661;6;-68;2
1707224674682;6;-70;2
1707224675696;6;-68;2
1707224676713;6;-76;2
1707224677731;6;-66;2
1707224678750;6;-77;2
1707224679759;6;-65;2
1707224680770;6;-66;2
1707224681786;6;-68;2
1707224682800;6;-64;2
1707224683820;6;-66;2
1707224684841;6;-63;2
1707224685855;6;-67;2
1707224686868;6;-67;2
1707224687879;6;-65;2
1707224688895;6;-62;2
1707224689917;6;-68;2
1707224690930;6;-66;2
1707224697686;8;-68;2
1707224698721;8;-76;2
1707224699737;8;-72;2
1707224700752;8;-63;2
1707224701764;8;-67;2
1707224702786;8;-75;2
1707224703804;8;-75;2
1707224704823;8;-75;2
1707224705844;8;-72;2
1707224706862;8;-66;2
1707224707878;8;-64;2
1707224708898;8;-75;2
1707224709921;8;-65;2
1707224710936;8;-72;2
1707224711957;8;-66;2
1707224712971;8;-69;2
1707224713983;8;-71;2
1707224715005;8;-71;2
1707224716022;8;-68;2
1707224717042;8;-67;2
1707224727763;10;-71;2
1707224728798;10;-76;2
1707224729814;10;-79;2
1707224730834;10;-82;2
1707224731855;10;-82;2
1707224732876;10;-71;2
1707224733892;10;-71;2
1707224734909;10;-71;2
1707224735926;10;-76;2
1707224736941;10;-73;2
1707224737953;10;-71;2
1707224738970;10;-70;2
1707224739985;10;-69;2
1707224740999;10;-73;2
1707224742015;10;-73;2
1707224743033;10;-68;2
1707224744048;10;-68;2
1707224745066;10;-76;2
1707224746082;10;-74;2
1707224747094;10;-68;2
1707224757627;12;-80;2
1707224758658;12;-80;2
1707224759679;12;-80;2
1707224760701;12;-80;2
1707224761719;12;-78;2
1707224762755;12;-77;2
1707224763774;12;-80;2
1707224764791;12;-80;2
1707224765808;12;-80;2
1707224766824;12;-80;2
1707224767851;12;-80;2
1707224768882;12;-71;2
1707224769903;12;-71;2
1707224770924;12;-71;2
1707224771948;12;-71;2
1707224772965;12;-71;2
1707224773996;12;-71;2
1707224775018;12;-82;2
1707224776039;12;-82;2
1707224777066;12;-84;2
1707224785254;14;-80;2
1707224786274;14;-77;2
1707224787301;14;-79;2
1707224788319;14;-79;2
1707224789338;14;-79;2
1707224790363;14;-79;2
1707224791375;14;-77;2
1707224792395;14;-75;2
1707224793414;14;-75;2
1707224794432;14;-75;2
1707224795448;14;-76;2
1707224796463;14;-75;2
1707224797481;14;-75;2
1707224798496;14;-78;2
1707224799514;14;-73;2
1707224800535;14;-73;2
1707224801549;14;-76;2
1707224802569;14;-76;2
1707224803583;14;-76;2
1707224804607;14;-76;2
1707224813324;16;-73;2
1707224814357;16;-83;2
1707224815379;16;-77;2
1707224816396;16;-77;2
1707224817410;16;-78;2
1707224818426;16;-78;2
1707224819444;16;-78;2
1707224820469;16;-78;2
1707224821483;16;-78;2
1707224822501;16;-79;2
1707224823518;16;-78;2
1707224824529;16;-78;2
1707224825547;16;-78;2
1707224826564;16;-82;2
1707224827584;16;-82;2
1707224828601;16;-78;2
1707224829617;16;-79;2
1707224830629;16;-79;2
1707224831643;16;-79;2
1707224832661;16;-79;2
1707224841738;18;-82;2
1707224842772;18;-84;2
1707224843786;18;-84;2
1707224844806;18;-84;2
1707224845827;18;-84;2
1707224846852;18;-77;2
1707224847868;18;-78;2
1707224848879;18;-82;2
1707224849889;18;-77;2
1707224850912;18;-78;2
1707224851928;18;-78;2
1707224852946;18;-81;2
1707224853961;18;-77;2
1707224854978;18;-75;2
1707224855999;18;-75;2
1707224857020;18;-75;2
1707224858041;18;-75;2
1707224859055;18;-76;2
1707224860071;18;-76;2
1707224861093;18;-76;2
1707224867628;20;-79;2
1707224868647;20;-88;2
1707224869668;20;-88;2
1707224870690;20;-88;2
1707224871710;20;-88;2
1707224872731;20;-88;2
1707224873753;20;-88;2
1707224874768;20;-88;2
1707224875786;20;-88;2
1707224876797;20;-85;2
1707224877809;20;-85;2
1707224878827;20;-85;2
1707224879842;20;-85;2
1707224880859;20;-89;2
1707224881874;20;-89;2
1707224882895;20;-89;2
1707224883916;20;-89;2
1707224884937;20;-89;2
1707224885960;20;-89;2
1707224886976;20;-89;2
1707224895594;25;-89;2
1707224896611;25;-89;2
1707224897630;25;-89;2
1707224898650;25;-82;2
1707224899672;25;-82;2
1707224900711;25;-93;2
1707224901730;25;-83;2
1707224902749;25;-83;2
1707224903768;25;-87;2
1707224904787;25;-87;2
1707224905808;25;-87;2
1707224906825;25;-85;2
1707224907848;25;-85;2
1707224908872;25;-82;2
1707224909906;25;-79;2
1707224910927;25;-79;2
1707224911948;25;-79;2
1707224912963;25;-79;2
1707224913981;25;-81;2
1707224915004;25;-83;2
1707224926538;30;-77;2
1707224927566;30;-81;2
1707224928587;30;-81;2
1707224929610;30;-81;2
1707224930629;30;-81;2
1707224931651;30;-81;2
1707224932672;30;-81;2
1707224933693;30;-81;2
1707224934710;30;-82;2
1707224935726;30;-82;2
1707224936746;30;-82;2
1707224937781;30;-82;2
1707224938801;30;-84;2
1707224939822;30;-84;2
1707224940844;30;-84;2
1707224941866;30;-82;2
1707224942889;30;-82;2
1707224943908;30;-82;2
1707224944928;30;-82;2
1707224945947;30;-82;2
1707224954886;35;-87;2
1707224955906;35;-87;2
1707224956927;35;-87;2
1707224957951;35;-87;2
1707224958970;35;-87;2
1707224959991;35;-87;2
1707224961011;35;-87;2
1707224962032;35;-87;2
1707224963053;35;-87;2
1707224964074;35;-87;2
1707224965093;35;-87;2
1707224966115;35;-87;2
1707224967134;35;-87;2
1707224968154;35;-87;2
1707224969176;35;-87;2
1707224970197;35;-87;2
1707224971220;35;-87;2
1707224972243;35;-90;2
1707224973263;35;-90;2
1707224974286;35;-90;2
1707224985233;40;-87;2
1707224986252;40;-87;2
1707224987275;40;-87;2
1707224988285;40;-87;2
1707224989300;40;-87;2
1707224990309;40;-87;2
1707224991329;40;-87;2
1707224992350;40;-87;2
1707224993374;40;-87;2
1707224994395;40;-87;2
1707224995416;40;-87;2
1707224996443;40;-86;2
1707224997466;40;-86;2
1707224998482;40;-86;2
1707224999494;40;-86;2
1707225000505;40;-86;2
1707225001527;40;-84;2
1707225002548;40;-84;2
1707225003569;40;-84;2
1707225004589;40;-84;2
1707225013816;45;-85;2
1707225014843;45;-85;2
1707225015863;45;-85;2
1707225016883;45;-85;2
1707225017904;45;-85;2
1707225018925;45;-85;2
1707225019945;45;-85;2
1707225020966;45;-85;2
1707225021987;45;-85;2
1707225023010;45;-85;2
1707225024036;45;-85;2
1707225025048;45;-85;2
1707225026060;45;-85;2
1707225027081;45;-85;2
1707225028101;45;-85;2
1707225029122;45;-85;2
1707225030147;45;-85;2
1707225031166;45;-85;2
1707225032186;45;-88;2
1707225033208;45;-89;2
1707225041229;50;-89;2
1707225042253;50;-89;2
1707225043272;50;-89;2
1707225044292;50;-89;2
1707225045312;50;-89;2
1707225046332;50;-89;2
1707225047360;50;-89;2
1707225048382;50;-89;2
1707225049403;50;-89;2
1707225050424;50;-89;2
1707225051445;50;-89;2
1707225052466;50;-89;2
1707225053486;50;-89;2
1707225054506;50;-89;2
1707225055525;50;-89;2
1707225056547;50;-89;2
1707225057569;50;-89;2
1707225058594;50;-89;2
1707225059618;50;-89;2
1707225060639;50;-89;2
1707225072159;60;-84;2
1707225073180;60;-84;2
1707225074196;60;-84;2
1707225075213;60;-84;2
1707225076230;60;-84;2
1707225077250;60;-84;2
1707225078272;60;-84;2
1707225079292;60;-84;2
1707225080311;60;-84;2
1707225081330;60;-84;2
1707225082351;60;-84;2
1707225083371;60;-84;2
1707225084393;60;-84;2
1707225085412;60;-84;2
1707225086433;60;-84;2
1707225087452;60;-84;2
1707225088471;60;-84;2
1707225089490;60;-84;2
1707225090510;60;-84;2
1707225091530;60;-84;2
1707225104230;70;-89;2
1707225105272;70;-91;2
1707225106291;70;-91;2
1707225107311;70;-91;2
1707225108331;70;-91;2
1707225109349;70;-91;2
1707225110371;70;-91;2
1707225111391;70;-91;2
1707225112413;70;-91;2
1707225113434;70;-91;2
1707225114454;70;-91;2
1707225115472;70;-91;2
1707225116494;70;-91;2
1707225117513;70;-91;2
1707225118532;70;-91;2
1707225119553;70;-91;2
1707225120571;70;-91;2
1707225121591;70;-91;2
1707225122612;70;-91;2
1707225123632;70;-91;2
1707225138974;80;-91;2
1707225139994;80;-91;2
1707225141014;80;-91;2
1707225142035;80;-91;2
1707225143054;80;-91;2
1707225144077;80;-91;2
1707225145099;80;-91;2
1707225146118;80;-91;2
1707225147137;80;-91;2
1707225148146;80;-91;2
1707225149155;80;-91;2
1707225150171;80;-91;2
1707225151190;80;-91;2
1707225152212;80;-91;2
1707225153230;80;-91;2
1707225154251;80;-91;2
1707225155263;80;-91;2
1707225156284;80;-91;2
1707225157304;80;-91;2
1707225158328;80;-91;2
1707225172123;890;-91;2
1707225173143;890;-91;2
1707225174168;890;-91;2
1707225175187;890;-91;2
1707225176216;890;-91;2
1707225177235;890;-91;2
1707225178249;890;-91;2
1707225179270;890;-91;2
1707225180289;890;-91;2
1707225181308;890;-91;2
1707225182327;890;-91;2
1707225183347;890;-91;2
1707225184369;890;-91;2
1707225185388;890;-91;2
1707225186408;890;-91;2
1707225187429;890;-91;2
1707225188448;890;-91;2
1707225189468;890;-91;2
1707225190487;890;-91;2
1707225191507;890;-91;2
1707225204717;100;-91;2
1707225205739;100;-91;2
1707225206756;100;-91;2
1707225207770;100;-91;2
1707225208782;100;-91;2
1707225209803;100;-91;2
1707225210824;100;-91;2
1707225211845;100;-91;2
1707225212865;100;-91;2
1707225213888;100;-91;2
1707225214907;100;-91;2
1707225215929;100;-91;2
1707225216949;100;-91;2
1707225217964;100;-91;2
1707225218985;100;-91;2
1707225220004;100;-91;2
1707225221023;100;-91;2
1707225222047;100;-91;2
1707225223076;100;-95;2
1707225224095;100;-95;2
1707224577526;0;-43;4
1707224577536;0;-50;3
1707224578570;0;-52;4
1707224578575;0;-60;3
1707224579581;0;-49;4
1707224579586;0;-59;3
1707224580604;0;-55;4
1707224580614;0;-59;3
1707224581623;0;-68;4
1707224581629;0;-70;3
1707224582636;0;-73;4
1707224582639;0;-57;3
1707224583644;0;-54;4
1707224583647;0;-57;3
1707224584653;0;-50;4
1707224584657;0;-49;3
1707224585664;0;-51;4
1707224585672;0;-50;3
1707224586682;0;-46;4
1707224586691;0;-69;3
1707224587700;0;-41;4
1707224587705;0;-55;3
1707224588713;0;-48;4
1707224588719;0;-62;3
1707224589742;0;-51;4
1707224589747;0;-62;3
1707224590753;0;-56;4
1707224590756;0;-58;3
1707224591765;0;-62;4
1707224591774;0;-62;3
1707224592786;0;-54;4
1707224592793;0;-62;3
1707224593819;0;-54;4
1707224593826;0;-61;3
1707224594835;0;-53;4
1707224594842;0;-65;3
1707224595862;0;-56;4
1707224595867;0;-62;3
1707224596876;0;-55;4
1707224596881;0;-69;3
1707224597892;0;-56;4
1707224597896;0;-56;3
1707224598912;0;-58;4
1707224598915;0;-60;3
1707224599922;0;-54;4
1707224599928;0;-58;3
1707224600944;0;-58;4
1707224600949;0;-60;3
1707224601956;0;-53;4
1707224601961;0;-56;3
1707224602970;0;-59;4
1707224602977;0;-68;3
1707224603995;0;-54;4
1707224604001;0;-58;3
1707224605011;0;-53;4
1707224605017;0;-63;3
1707224606026;0;-53;4
1707224606031;0;-58;3
1707224607046;0;-43;4
1707224607050;0;-63;3
1707224619068;2;-76;4
1707224619072;2;-73;3
1707224620097;2;-61;4
1707224620102;2;-61;3
1707224621112;2;-67;4
1707224621120;2;-62;3
1707224622143;2;-71;4
1707224622150;2;-59;3
1707224623160;2;-62;4
1707224623166;2;-65;3
1707224624175;2;-61;4
1707224624181;2;-61;3
1707224625194;2;-61;4
1707224625205;2;-58;3
1707224626219;2;-60;4
1707224626226;2;-68;3
1707224627242;2;-61;4
1707224627252;2;-69;3
1707224628262;2;-59;4
1707224628267;2;-68;3
1707224629276;2;-59;4
1707224629283;2;-70;3
1707224630294;2;-60;4
1707224630301;2;-58;3
1707224631313;2;-72;4
1707224631319;2;-73;3
1707224632328;2;-61;4
1707224632333;2;-80;3
1707224633355;2;-68;4
1707224633359;2;-68;3
1707224634368;2;-67;4
1707224634373;2;-62;3
1707224635382;2;-65;4
1707224635389;2;-59;3
1707224636401;2;-66;4
1707224636407;2;-62;3
1707224637413;2;-68;4
1707224637419;2;-63;3
1707224638428;2;-66;4
1707224638431;2;-61;3
1707224646227;4;-71;4
1707224646234;4;-61;3
1707224647254;4;-71;4
1707224647258;4;-66;3
1707224648271;4;-75;4
1707224648279;4;-58;3
1707224649294;4;-62;4
1707224649299;4;-70;3
1707224650306;4;-59;4
1707224650312;4;-58;3
1707224651323;4;-65;4
1707224651330;4;-58;3
1707224652340;4;-62;4
1707224652350;4;-63;3
1707224653377;4;-68;4
1707224653382;4;-72;3
1707224654412;4;-60;4
1707224654416;4;-62;3
1707224655422;4;-64;4
1707224655425;4;-64;3
1707224656434;4;-63;4
1707224656439;4;-66;3
1707224657448;4;-62;4
1707224657456;4;-70;3
1707224658470;4;-65;4
1707224658475;4;-61;3
1707224659484;4;-66;4
1707224659490;4;-69;3
1707224660501;4;-62;4
1707224660511;4;-63;3
1707224661522;4;-64;4
1707224661531;4;-67;3
1707224662547;4;-71;4
1707224662555;4;-71;3
1707224663565;4;-69;4
1707224663571;4;-65;3
1707224664579;4;-68;4
1707224664585;4;-67;3
1707224665599;4;-67;4
1707224665603;4;-66;3
1707224671617;6;-64;4
1707224671620;6;-76;3
1707224672636;6;-64;4
1707224672642;6;-66;3
1707224673651;6;-67;4
1707224673657;6;-78;3
1707224674669;6;-75;4
1707224674677;6;-72;3
1707224675690;6;-72;4
1707224675694;6;-65;3
1707224676703;6;-68;4
1707224676709;6;-64;3
1707224677720;6;-73;4
1707224677726;6;-70;3
1707224678740;6;-72;4
1707224678747;6;-64;3
1707224679754;6;-68;4
1707224679757;6;-64;3
1707224680763;6;-72;4
1707224680768;6;-71;3
1707224681776;6;-73;4
1707224681783;6;-76;3
1707224682793;6;-71;4
1707224682798;6;-65;3
1707224683809;6;-72;4
1707224683816;6;-73;3
1707224684834;6;-69;4
1707224684838;6;-73;3
1707224685847;6;-70;4
1707224685853;6;-66;3
1707224686861;6;-69;4
1707224686866;6;-65;3
1707224687872;6;-74;4
1707224687876;6;-66;3
