1707226754071;0;-33;1
1707226755086;0;-29;1
1707226756109;0;-34;1
1707226757123;0;-32;1
1707226758138;0;-30;1
1707226759157;0;-34;1
1707226760174;0;-31;1
1707226761191;0;-33;1
1707226762209;0;-34;1
1707226763222;0;-33;1
1707226764241;0;-33;1
1707226765263;0;-33;1
1707226766284;0;-34;1
1707226767302;0;-33;1
1707226768325;0;-33;1
1707226769360;0;-34;1
1707226770380;0;-30;1
1707226771400;0;-34;1
1707226772420;0;-31;1
1707226773433;0;-33;1
1707226786305;2;-65;1
1707226787330;2;-68;1
1707226788353;2;-62;1
1707226789374;2;-69;1
1707226790397;2;-58;1
1707226791426;2;-59;1
1707226792446;2;-58;1
1707226793471;2;-61;1
1707226794484;2;-62;1
1707226795511;2;-72;1
1707226796532;2;-61;1
1707226797547;2;-64;1
1707226798569;2;-66;1
1707226799576;2;-61;1
1707226800585;2;-72;1
1707226801591;2;-58;1
1707226802598;2;-68;1
1707226803604;2;-59;1
1707226804620;2;-64;1
1707226805635;2;-66;1
1707226818679;4;-75;1
1707226819700;4;-63;1
1707226820726;4;-61;1
1707226821747;4;-67;1
1707226822774;4;-63;1
1707226823791;4;-64;1
1707226824809;4;-68;1
1707226825826;4;-68;1
1707226826853;4;-68;1
1707226827875;4;-74;1
1707226828896;4;-63;1
1707226829914;4;-67;1
1707226830927;4;-69;1
1707226831946;4;-66;1
1707226832963;4;-65;1
1707226833980;4;-68;1
1707226834999;4;-65;1
1707226836011;4;-65;1
1707226837028;4;-64;1
1707226838042;4;-66;1
1707226845620;6;-68;1
1707226846643;6;-73;1
1707226847660;6;-70;1
1707226848671;6;-68;1
1707226849684;6;-70;1
1707226850706;6;-69;1
1707226851727;6;-66;1
1707226852747;6;-74;1
1707226853761;6;-66;1
1707226854777;6;-67;1
1707226855798;6;-68;1
1707226856824;6;-68;1
1707226857836;6;-68;1
1707226858855;6;-68;1
1707226859873;6;-67;1
1707226860895;6;-72;1
1707226861912;6;-65;1
1707226862932;6;-71;1
1707226863948;6;-66;1
1707226864965;6;-66;1
1707226875351;8;-62;1
1707226876367;8;-62;1
1707226877387;8;-68;1
1707226878405;8;-70;1
1707226879435;8;-80;1
1707226880456;8;-70;1
1707226881474;8;-65;1
1707226882490;8;-68;1
1707226883517;8;-65;1
1707226884530;8;-65;1
1707226885549;8;-71;1
1707226886580;8;-65;1
1707226887602;8;-69;1
1707226888622;8;-71;1
1707226889636;8;-69;1
1707226890654;8;-68;1
1707226891666;8;-70;1
1707226892686;8;-73;1
1707226893695;8;-71;1
1707226894716;8;-73;1
1707226901279;10;-72;1
1707226902308;10;-68;1
