1707225370008;0;-56;1
1707225371039;0;-50;1
1707225372053;0;-56;1
1707225373073;0;-51;1
1707225374086;0;-53;1
1707225375100;0;-56;1
1707225376125;0;-54;1
1707225377135;0;-54;1
1707225378145;0;-62;1
1707225379158;0;-63;1
1707225380165;0;-58;1
1707225381181;0;-67;1
1707225382190;0;-73;1
1707225383203;0;-61;1
1707225384216;0;-67;1
1707225385242;0;-74;1
1707225386257;0;-63;1
1707225387263;0;-51;1
1707225388273;0;-58;1
1707225389285;0;-72;1
1707225400337;2;-71;1
1707225401353;2;-62;1
1707225402371;2;-62;1
1707225403390;2;-71;1
1707225404407;2;-69;1
1707225405438;2;-72;1
1707225406457;2;-72;1
1707225407478;2;-69;1
1707225408502;2;-65;1
1707225409522;2;-65;1
1707225410553;2;-66;1
1707225411571;2;-71;1
1707225412587;2;-74;1
1707225413601;2;-75;1
1707225414619;2;-67;1
1707225415635;2;-71;1
1707225416652;2;-62;1
1707225417679;2;-69;1
1707225418695;2;-68;1
1707225419714;2;-70;1
1707225428161;4;-67;1
1707225429195;4;-76;1
1707225430216;4;-75;1
1707225431230;4;-69;1
1707225432248;4;-80;1
1707225433260;4;-73;1
1707225434276;4;-72;1
1707225435291;4;-71;1
1707225436316;4;-70;1
1707225437341;4;-71;1
1707225438363;4;-69;1
1707225439378;4;-67;1
1707225440400;4;-69;1
1707225441427;4;-67;1
1707225442444;4;-68;1
1707225443471;4;-71;1
1707225444488;4;-65;1
1707225445506;4;-73;1
1707225446527;4;-71;1
1707225447546;4;-74;1
1707225459330;6;-78;1
1707225460363;6;-73;1
1707225461388;6;-71;1
1707225462404;6;-80;1
1707225463434;6;-76;1
1707225464448;6;-76;1
1707225465466;6;-80;1
1707225466489;6;-76;1
1707225467508;6;-73;1
1707225468525;6;-78;1
1707225469549;6;-75;1
1707225470580;6;-74;1
1707225471601;6;-75;1
1707225472615;6;-77;1
1707225473633;6;-74;1
1707225474649;6;-73;1
1707225475673;6;-74;1
1707225476690;6;-75;1
1707225477703;6;-76;1
1707225478719;6;-74;1
1707225485182;8;-71;1
1707225486216;8;-82;1
1707225487241;8;-79;1
1707225488251;8;-81;1
1707225489262;8;-79;1
1707225490285;8;-79;1
1707225491303;8;-79;1
1707225492318;8;-79;1
1707225493336;8;-79;1
1707225494357;8;-83;1
1707225495371;8;-83;1
1707225496386;8;-82;1
1707225497400;8;-74;1
1707225498416;8;-74;1
1707225499429;8;-73;1
1707225500453;8;-76;1
1707225501473;8;-73;1
1707225502487;8;-74;1
1707225503503;8;-73;1
1707225504520;8;-76;1
1707225510842;10;-75;1
1707225511866;10;-78;1
1707225512873;10;-73;1
1707225513896;10;-76;1
1707225514913;10;-77;1
1707225515937;10;-77;1
1707225516959;10;-77;1
1707225517965;10;-89;1
1707225518981;10;-89;1
1707225520002;10;-89;1
1707225521019;10;-83;1
1707225522033;10;-83;1
1707225523043;10;-83;1
1707225524064;10;-83;1
1707225525085;10;-83;1
1707225526107;10;-83;1
1707225527124;10;-83;1
1707225528136;10;-74;1
1707225529149;10;-73;1
