0.000000000000000000e+00;3.760000000000000142e+01
0.000000000000000000e+00;1.334000000000000057e+02
0.000000000000000000e+00;5.210000000000000142e+01
0.000000000000000000e+00;3.309000000000000341e+01
0.000000000000000000e+00;1.065000000000000000e+02
0.000000000000000000e+00;7.268999999999999773e+01
0.000000000000000000e+00;5.368999999999999773e+01
0.000000000000000000e+00;4.610000000000000142e+01
0.000000000000000000e+00;4.759000000000000341e+01
0.000000000000000000e+00;2.374000000000000057e+02
2.000000000000000000e+00;1.905900000000000034e+02
2.000000000000000000e+00;1.080000000000000000e+02
2.000000000000000000e+00;1.920000000000000000e+02
2.000000000000000000e+00;2.670000000000000000e+02
2.000000000000000000e+00;2.260000000000000000e+02
2.000000000000000000e+00;9.139000000000000057e+01
2.000000000000000000e+00;2.154000000000000057e+02
2.000000000000000000e+00;1.291899999999999977e+02
2.000000000000000000e+00;4.739999999999999858e+01
2.000000000000000000e+00;1.406899999999999977e+02
4.000000000000000000e+00;1.605999999999999943e+02
4.000000000000000000e+00;2.228899999999999864e+02
4.000000000000000000e+00;1.775999999999999943e+02
4.000000000000000000e+00;2.429000000000000057e+02
4.000000000000000000e+00;1.995000000000000000e+02
4.000000000000000000e+00;3.026999999999999886e+02
4.000000000000000000e+00;4.800000000000000000e+01
4.000000000000000000e+00;1.400000000000000000e+02
4.000000000000000000e+00;6.118999999999999773e+01
4.000000000000000000e+00;2.575899999999999750e+02
6.000000000000000000e+00;5.950000000000000000e+01
6.000000000000000000e+00;1.765999999999999943e+02
6.000000000000000000e+00;1.045900000000000034e+02
6.000000000000000000e+00;2.125000000000000000e+02
6.000000000000000000e+00;1.090000000000000000e+02
6.000000000000000000e+00;2.368000000000000114e+02
6.000000000000000000e+00;9.800000000000000000e+01
6.000000000000000000e+00;2.645000000000000000e+02
6.000000000000000000e+00;1.030900000000000034e+02
6.000000000000000000e+00;6.118999999999999773e+01
8.000000000000000000e+00;1.400000000000000000e+02
8.000000000000000000e+00;4.629999999999999716e+01
8.000000000000000000e+00;1.713899999999999864e+02
8.000000000000000000e+00;9.129999999999999716e+01
8.000000000000000000e+00;4.501899999999999977e+02
8.000000000000000000e+00;1.009000000000000057e+02
8.000000000000000000e+00;1.650999999999999943e+02
8.000000000000000000e+00;1.743000000000000114e+02
8.000000000000000000e+00;4.489000000000000057e+01
8.000000000000000000e+00;2.027899999999999920e+02
1.000000000000000000e+01;9.650000000000000000e+01
1.000000000000000000e+01;2.098899999999999864e+02
1.000000000000000000e+01;1.350999999999999943e+02
1.000000000000000000e+01;4.089999999999999858e+01
1.000000000000000000e+01;2.035000000000000000e+02
1.000000000000000000e+01;2.218000000000000114e+02
1.000000000000000000e+01;4.839000000000000057e+01
1.000000000000000000e+01;7.639000000000000057e+01
1.000000000000000000e+01;3.829999999999999716e+01
1.000000000000000000e+01;2.318899999999999864e+02
1.200000000000000000e+01;1.883899999999999864e+02
1.200000000000000000e+01;2.029000000000000057e+02
1.200000000000000000e+01;2.218000000000000114e+02
1.200000000000000000e+01;1.361899999999999977e+02
1.200000000000000000e+01;5.500000000000000000e+01
1.200000000000000000e+01;1.728899999999999864e+02
1.200000000000000000e+01;8.140000000000000568e+01
1.200000000000000000e+01;2.168000000000000114e+02
1.200000000000000000e+01;1.073900000000000006e+02
1.200000000000000000e+01;1.047900000000000063e+02
1.400000000000000000e+01;1.850999999999999943e+02
1.400000000000000000e+01;2.049000000000000057e+02
1.400000000000000000e+01;2.390900000000000034e+02
1.400000000000000000e+01;4.965000000000000000e+02
1.400000000000000000e+01;2.035900000000000034e+02
1.400000000000000000e+01;1.395900000000000034e+02
1.400000000000000000e+01;4.090000000000000000e+02
1.400000000000000000e+01;1.286899999999999977e+02
1.400000000000000000e+01;4.295000000000000000e+02
1.400000000000000000e+01;2.307899999999999920e+02
1.600000000000000000e+01;1.393000000000000114e+02
1.600000000000000000e+01;6.029999999999999716e+01
1.600000000000000000e+01;1.760000000000000000e+02
1.600000000000000000e+01;8.839000000000000057e+01
1.600000000000000000e+01;2.153899999999999864e+02
1.600000000000000000e+01;2.556899999999999977e+02
1.600000000000000000e+01;4.250000000000000000e+01
1.600000000000000000e+01;1.880000000000000000e+02
1.600000000000000000e+01;1.120000000000000000e+02
1.600000000000000000e+01;2.346899999999999977e+02
1.800000000000000000e+01;1.780900000000000034e+02
1.800000000000000000e+01;1.116899999999999977e+02
1.800000000000000000e+01;1.443899999999999864e+02
1.800000000000000000e+01;1.605999999999999943e+02
1.800000000000000000e+01;1.895999999999999943e+02
1.800000000000000000e+01;1.786899999999999977e+02
1.800000000000000000e+01;6.418999999999999773e+01
1.800000000000000000e+01;1.289000000000000057e+02
1.800000000000000000e+01;1.437899999999999920e+02
1.800000000000000000e+01;6.729000000000000625e+01
2.000000000000000000e+01;1.755900000000000034e+02
2.000000000000000000e+01;8.179000000000000625e+01
2.000000000000000000e+01;1.573000000000000114e+02
2.000000000000000000e+01;8.650000000000000000e+01
2.000000000000000000e+01;1.605000000000000000e+02
2.000000000000000000e+01;1.520000000000000000e+02
2.000000000000000000e+01;6.589000000000000057e+01
2.000000000000000000e+01;9.990000000000000568e+01
2.000000000000000000e+01;2.273899999999999864e+02
2.000000000000000000e+01;2.030000000000000000e+02
